entity_id,entity_name,merchant_category,risk_score,risk_level,risk_factors,entity_type,kyc_status
MCH3172,Kumarandsons,Department Store,35.0,MEDIUM,Average transaction (13722) exceeds declared ticket (3144) by 4.4x; High frequency of missing UTRs (1/3),MERCHANT,
MCH9591,Bali Group,Miscellaneous,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6247,Dhar-Ram,Phone Service,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2632,Agate-Gandhi,Dept_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2404,Mutti-Seshadri,Grocery_Store,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH7408,Bala Group,Retail Other,60.0,HIGH,Severe chargeback ratio (33.3%); Average transaction (13936) exceeds declared ticket (1032) by 13.5x,MERCHANT,
MCH9994,"Barad, Lall And Shetty",Stationery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6332,Shuk1A-Hayre,Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4031,"Mitra, Bali And Rai",Books_Stationery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8549,"Amb1E, Sangha And C0Mar",Telecom,40.0,MEDIUM,Settlement account shared with multiple merchant entities; Average transaction (15536) exceeds declared ticket (1131) by 13.7x,MERCHANT,
MCH1827,Saha Ltd,Other,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH3206,Ahuja-Din,Retail,25.0,LOW,Average transaction (11510) exceeds declared ticket (1244) by 9.3x,MERCHANT,
MCH1128,Natt-Keer,Retail Other,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4681,"Sengupta,Venkataramanandkonda",Grocery Stores,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2654,Saxena-Sarkar,Telecom,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4627,Barman-Kashyap,Cloths,25.0,LOW,Average transaction (9906) exceeds declared ticket (1852) by 5.3x,MERCHANT,
MCH9567,"Dar, Gera And Sane",Food_Services,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6188,"Batta, Choudhary And Bhalla",Transprt,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5551,Narain-Goda,Fashion,25.0,LOW,Average transaction (11341) exceeds declared ticket (817) by 13.9x,MERCHANT,
MCH3308,"Dhawan, Ranganathan And Luthra",Garments,65.0,HIGH,Severe chargeback ratio (50.0%); Active transactions on INACTIVE merchant account,MERCHANT,
MCH8614,Basu-Gola,Travel,60.0,HIGH,Elevated chargeback ratio (16.7%); Settlement account shared with multiple merchant entities; Average transaction (12747) exceeds declared ticket (1455) by 8.8x,MERCHANT,
MCH1002,"Apte, Saha And Edwin",Food,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7595,Subramaniam-Balasubramanian,Kirana,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3455,Singhal Llc,Department Store,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH5897,Mutti-Doshi,Medical_Store,25.0,LOW,Average transaction (14410) exceeds declared ticket (1302) by 11.1x,MERCHANT,
MCH6314,"Kuruvilla, Lalla And Mallick",Cloths,25.0,LOW,Average transaction (20247) exceeds declared ticket (698) by 29.0x,MERCHANT,
MCH5111,Ramachandran Group,Department Stores,25.0,LOW,Average transaction (7558) exceeds declared ticket (542) by 13.9x,MERCHANT,
MCH3105,Bandi Plc,Department Stores,25.0,LOW,Average transaction (10070) exceeds declared ticket (1578) by 6.4x,MERCHANT,
MCH2904,Iyengar-Comar,Other,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9993,Chadha-Tailor,Book Store,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH2813,"Panchal, Pradhan And Bora",Food,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6578,Lal-Sachdeva,Bus/Taxi,25.0,LOW,Average transaction (19574) exceeds declared ticket (1965) by 10.0x,MERCHANT,
MCH4577,"Atwal, Sura And Bhatti",Restaurant,60.0,HIGH,Severe chargeback ratio (25.0%); Average transaction (9361) exceeds declared ticket (317) by 29.5x,MERCHANT,
MCH8566,Magar-Kota,Transprt,25.0,LOW,Average transaction (15869) exceeds declared ticket (1353) by 11.7x,MERCHANT,
MCH5999,Nori Inc,Other,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9251,"Venkatesh, Randhawa And Lal",Transprt,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1488,"Chada, Gopal And Rajagopal",Mobile Recharge,35.0,MEDIUM,Average transaction (17581) exceeds declared ticket (1905) by 9.2x; High frequency of missing UTRs (1/3),MERCHANT,
MCH3499,"Mand, Munshi And Bali",Retail,25.0,LOW,Average transaction (10531) exceeds declared ticket (1116) by 9.4x,MERCHANT,
MCH4182,"More, Sarma And Baria",Telecom,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5580,Chatterjee-Andra,Travel,60.0,HIGH,Severe chargeback ratio (33.3%); Average transaction (10472) exceeds declared ticket (512) by 20.4x,MERCHANT,
MCH6974,Ramaswamy Ltd,Department Stores,60.0,HIGH,Severe chargeback ratio (33.3%); Average transaction (11739) exceeds declared ticket (1499) by 7.8x,MERCHANT,
MCH6205,Munshi Inc,Telecom,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6920,"Bhagat, Nadkarni And Dyal",Department Stores,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH9276,Trivedi-Kunda,Cloths,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5992,"Anne, Gole And Bhatnagar",Chemist,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5879,"Sridhar, Sani And Ma11",Mobile Recharge,25.0,LOW,Settlement account shared with multiple merchant entities,MERCHANT,
MCH7647,"Bala, Mody And Kumer",Medical,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (16862) exceeds declared ticket (3285) by 5.1x,MERCHANT,
MCH3764,Tandon And Sons,Medical,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1428,De-Natarajan,Transportation,60.0,HIGH,Severe chargeback ratio (33.3%); Average transaction (9560) exceeds declared ticket (1289) by 7.4x,MERCHANT,
MCH8326,"Bassi, Lalla And Sastry",Grocery,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH9845,Misra-Varghese,Pharmacies,25.0,LOW,Average transaction (10719) exceeds declared ticket (187) by 57.4x,MERCHANT,
MCH7403,Prabhakar Group,Books_Stationery,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (13790) exceeds declared ticket (658) by 21.0x,MERCHANT,
MCH3414,Sahota Ltd,Telecom,25.0,LOW,Average transaction (11594) exceeds declared ticket (1608) by 7.2x,MERCHANT,
MCH8470,Munshi-Reddy,Transprt,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1755,Kulkarni And Sons,Phone Service,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4209,Bahri-Kari,Bus/Taxi,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6337,Chander Llc,Pharmacies,25.0,LOW,Average transaction (17415) exceeds declared ticket (1428) by 12.2x,MERCHANT,
MCH9729,Prabhakar Ltd,Restaurants,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH8864,Lala-Ben,Pharmacies,25.0,LOW,Average transaction (13100) exceeds declared ticket (869) by 15.1x,MERCHANT,
MCH7063,"Garg, Bawa And Hans",Telecom,55.0,MEDIUM,Severe chargeback ratio (100.0%); High frequency of missing UTRs (1/1),MERCHANT,
MCH5490,"Bahl, Kakar And Dara",Fashion,25.0,LOW,Average transaction (18033) exceeds declared ticket (1918) by 9.4x,MERCHANT,
MCH7289,Nayar-Dara,Apparel,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5064,Bassi Inc,Restaurant,80.0,HIGH,Severe chargeback ratio (33.3%); Active transactions on INACTIVE merchant account; Average transaction (21930) exceeds declared ticket (1024) by 21.4x,MERCHANT,
MCH8445,Chand Inc,Miscellaneous,25.0,LOW,Average transaction (16297) exceeds declared ticket (2873) by 5.7x,MERCHANT,
MCH1929,"Bahri,Daraandsaran",Book Store,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH9354,"Srinivasan, Bhargava And Sathe",Hotel,25.0,LOW,Average transaction (14750) exceeds declared ticket (272) by 54.1x,MERCHANT,
MCH9092,Mall-Deshpande,Hospitality,65.0,HIGH,Severe chargeback ratio (100.0%); Active transactions on INACTIVE merchant account,MERCHANT,
MCH6930,Dhingra Plc,Transprt,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5293,Varma Inc,Bus/Taxi,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9149,Varghese Plc,Kirana,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5399,Agate-Wali,Other,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7748,Chhabra Group,Food_Services,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH7218,Varghese-Arya,Hospitality,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH2995,Patil Ltd,Hotel,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH3279,"Zachariah, Gill And Palla",Restaurants,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1599,Rastogi-Kumer,Department Store,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH6641,Sunder-Taneja,Kirana,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH5710,Karnik Ltd,Book Store,45.0,MEDIUM,Elevated chargeback ratio (14.3%); Average transaction (12769) exceeds declared ticket (2156) by 5.9x,MERCHANT,
MCH4185,Khanna And S0Ns,Book Store,60.0,HIGH,Severe chargeback ratio (25.0%); Average transaction (7121) exceeds declared ticket (1148) by 6.2x,MERCHANT,
MCH5391,Nagi-Pandya,Kirana,50.0,MEDIUM,Merchant account currently SUSPENDED; Average transaction (14694) exceeds declared ticket (1471) by 10.0x,MERCHANT,
MCH1619,Divan-Bhatti,Pharmacy,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4092,Mukhopadhyay Group,Food,25.0,LOW,Settlement account shared with multiple merchant entities,MERCHANT,
MCH9249,"Aggarwal, Agarwal And Naidu",Garments,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7229,"Salvi, Kale And Sunder",Mobile Recharge,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2954,"Keer, Borra And Hayre",Hotels,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4411,"Kale, Issac And Sibal",Retail Other,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH9954,"Dutta, J0Ha1 And Char",Apparel,25.0,LOW,Average transaction (12901) exceeds declared ticket (3149) by 4.1x,MERCHANT,
MCH6666,Baral Inc,Clothing,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3433,"Pathak, Sathe And Rama",Grocery_Store,80.0,HIGH,Severe chargeback ratio (33.3%); Active transactions on INACTIVE merchant account; Average transaction (20612) exceeds declared ticket (3697) by 5.6x,MERCHANT,
MCH4349,Atwal-Sura,Books_Stationery,25.0,LOW,Average transaction (13266) exceeds declared ticket (464) by 28.6x,MERCHANT,
MCH6400,Sem-Keer,Grocery Stores,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH2229,"Kala, Baral And Subramanian",Dept_Store,25.0,LOW,Average transaction (10045) exceeds declared ticket (577) by 17.4x,MERCHANT,
MCH8029,"Gokhale, Varughese And Dube",Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8436,"Seshadri, Minhas And Subramanian",Mobile Recharge,55.0,MEDIUM,Severe chargeback ratio (50.0%); High frequency of missing UTRs (1/2),MERCHANT,
MCH6441,Bhatia And Sons,Hotel,25.0,LOW,Average transaction (7417) exceeds declared ticket (995) by 7.5x,MERCHANT,
MCH9397,Ramaswamy-Goel,Groceries,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH1305,Ghose-Batta,Transport,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH6477,Gopal-Dewan,Clothing,25.0,LOW,Average transaction (12844) exceeds declared ticket (1828) by 7.0x,MERCHANT,
MCH6152,Mukhopadhyay Plc,Stationery,25.0,LOW,Average transaction (9825) exceeds declared ticket (1642) by 6.0x,MERCHANT,
MCH2741,"Palan, Bhalla And Srinivasan",Food_Services,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4477,Edwin Group,Chemist,25.0,LOW,Average transaction (5647) exceeds declared ticket (1146) by 4.9x,MERCHANT,
MCH6462,"Vaidya, Kunda And Bhavsar",Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7358,Basak-Patla,Misc Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1152,Raman-Choudhury,Grocery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7280,Baral Ltd,Food_Services,10.0,LOW,Normal operational parameters,MERCHANT,
MCH2646,Parsa-Gole,Misc Retail,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH2731,Krishna-Kumar,Department Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6559,Patla Ltd,Hotel_Lodging,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8563,"Sen, Saxena And Chopra",Grocery_Store,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH9187,Mane And Sons,Restaurants,25.0,LOW,Average transaction (8703) exceeds declared ticket (508) by 17.1x,MERCHANT,
MCH9550,Chandra-Sangha,Book Store,25.0,LOW,Average transaction (8654) exceeds declared ticket (675) by 12.8x,MERCHANT,
MCH3886,Gandhi Inc,Eating Place,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH2392,Shetty And Sons,Grocery Stores,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5645,Dey Ltd,Telecom,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3788,Bhargava And Sons,Bus/Taxi,25.0,LOW,Average transaction (12026) exceeds declared ticket (2496) by 4.8x,MERCHANT,
MCH3699,Borra And Sons,Stationery,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (10263) exceeds declared ticket (791) by 13.0x,MERCHANT,
MCH7386,Tara Plc,Chemist,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH8358,Sarna-Singh,Cloths,65.0,HIGH,Merchant account currently SUSPENDED; Settlement account shared with multiple merchant entities; Average transaction (8974) exceeds declared ticket (1645) by 5.5x,MERCHANT,
MCH7930,"Bhatt, Ganguly And Dhingra",Department Stores,45.0,MEDIUM,Merchant account currently SUSPENDED; High frequency of missing UTRs (2/2),MERCHANT,
MCH9914,"Parmar, Sekhon And Kakar",Bus/Taxi,25.0,LOW,Average transaction (13503) exceeds declared ticket (1356) by 10.0x,MERCHANT,
MCH3679,Kumer Llc,Telecom,25.0,LOW,Average transaction (9167) exceeds declared ticket (587) by 15.6x,MERCHANT,
MCH9458,Raja Ltd,Retail,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH8654,Bhavsar-Subramanian,Grocery,20.0,LOW,High frequency of missing UTRs (1/1),MERCHANT,
MCH1605,Kar-Peri,Misc Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7830,Narayanan-Barad,Pharmacies,50.0,MEDIUM,Merchant account currently SUSPENDED; Average transaction (20328) exceeds declared ticket (1497) by 13.6x,MERCHANT,
MCH7282,Chopra Llc,Kirana,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH4326,Morar-Jani,Hotels,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH3402,"Lala, Loyal And Trivedi",Miscellaneous,80.0,HIGH,Severe chargeback ratio (25.0%); Active transactions on INACTIVE merchant account; Average transaction (17982) exceeds declared ticket (1153) by 15.6x,MERCHANT,
MCH3328,Singh-Comar,Medical_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1953,"Banerjee, Maharaj And Rege",Hotel,25.0,LOW,Average transaction (11243) exceeds declared ticket (1227) by 9.2x,MERCHANT,
MCH1442,Wadhwa-Walla,Hotel,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1726,Raja And Sons,Transportation,20.0,LOW,High frequency of missing UTRs (1/2),MERCHANT,
MCH2470,Mutti-Bawa,Chemist,60.0,HIGH,Merchant account currently SUSPENDED; Average transaction (16130) exceeds declared ticket (445) by 36.3x; High frequency of missing UTRs (1/3),MERCHANT,
MCH4022,Varughese-Taneja,Apparel,70.0,HIGH,Severe chargeback ratio (100.0%); Merchant account currently SUSPENDED,MERCHANT,
MCH9858,"Memon, Mohanty And Ghosh",Transport,45.0,MEDIUM,Severe chargeback ratio (100.0%),MERCHANT,
MCH4790,Date Plc,Hotel,85.0,HIGH,Severe chargeback ratio (100.0%); Merchant account currently SUSPENDED; Settlement account shared with multiple merchant entities,MERCHANT,
MCH6013,Date Ltd,Apparel,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH4413,"Parekh,Kadeandtalwar",Cloths,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1959,"Barad, Bala And Chad",Retail Other,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3340,Bhargava Llc,Cloths,45.0,MEDIUM,Merchant account currently SUSPENDED; High frequency of missing UTRs (1/3),MERCHANT,
MCH8832,Kala Llc,Telecom,25.0,LOW,Average transaction (13305) exceeds declared ticket (292) by 45.5x,MERCHANT,
MCH4124,"Dara, Salvi And Sawhney",Groceries,25.0,LOW,Average transaction (17198) exceeds declared ticket (2121) by 8.1x,MERCHANT,
MCH6877,Nadkarni And Sons,Kirana,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8145,Dhi110N Llc,Hotel,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6615,Pillay Group,Book Store,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH5603,Saha-Sahota,Restaurants,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8934,Dubey And Sons,Groceries,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH8885,"Dhawan,Devanandchokshi",Fashion,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7919,Majumdar-Chandran,Transportation,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9840,"Gara, Bedi And Dua",Stationery,25.0,LOW,Average transaction (15782) exceeds declared ticket (369) by 42.8x,MERCHANT,
MCH6206,"Chander, Bawa And Setty",Hospitality,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1227,"Madan, More And Pal",Grocery_Store,25.0,LOW,Average transaction (9872) exceeds declared ticket (1079) by 9.2x,MERCHANT,
MCH5448,"Bala, Sha And Bera",Department Store,25.0,LOW,Average transaction (17766) exceeds declared ticket (524) by 33.9x,MERCHANT,
MCH9442,Issac-Batra,Hospitality,45.0,MEDIUM,Severe chargeback ratio (50.0%),MERCHANT,
MCH1259,"Wagle, Verma And Ramanathan",Medical,25.0,LOW,Average transaction (9306) exceeds declared ticket (548) by 17.0x,MERCHANT,
MCH9164,Mital And Sons,Cloths,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4934,Shroff Inc,Pharmacy,10.0,LOW,Normal operational parameters,MERCHANT,
MCH4839,Sura-Mall,Transportation,10.0,LOW,Normal operational parameters,MERCHANT,
MCH1923,Barad-Devan,Garments,10.0,LOW,Normal operational parameters,MERCHANT,
MCH5707,Varughese-Hegde,Telecom,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8036,"Sarma, Madan And Pandey",Medical_Store,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9554,Kale Ltd,Telecom,35.0,MEDIUM,Merchant account currently SUSPENDED,MERCHANT,
MCH2040,Goel-Dewan,Miscellaneous,25.0,LOW,Average transaction (11100) exceeds declared ticket (321) by 34.6x,MERCHANT,
MCH3810,Mallick-Lall,Kirana,85.0,HIGH,Severe chargeback ratio (25.0%); Merchant account currently SUSPENDED; Average transaction (19654) exceeds declared ticket (631) by 31.2x,MERCHANT,
MCH9528,Kibe-Memon,Apparel,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9569,Parekh-Kalita,Retail,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3181,"Kothari, Sengupta And Sandal",Bus/Taxi,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6738,"Jain, Kothari And Subramanian",Telecom,40.0,MEDIUM,Active transactions on INACTIVE merchant account; High frequency of missing UTRs (1/2),MERCHANT,
MCH9081,Patil-Hans,Phone Service,10.0,LOW,Normal operational parameters,MERCHANT,
MCH9649,Sachdeva-Dey,Hotel_Lodging,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7058,"Barad,Palandboase",Department Store,70.0,HIGH,Severe chargeback ratio (33.3%); Average transaction (13833) exceeds declared ticket (1285) by 10.8x; High frequency of missing UTRs (1/3),MERCHANT,
MCH9556,"Hari, Dave And Ahluwalia",Transprt,10.0,LOW,Normal operational parameters,MERCHANT,
MCH3093,"B0Ba1, Madan And Narain",Miscellaneous,30.0,LOW,Active transactions on INACTIVE merchant account,MERCHANT,
MCH9143,Kibe And Sons,Mobile Recharge,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6377,Balasubramanianllc,Medical_Store,25.0,LOW,Average transaction (6925) exceeds declared ticket (1260) by 5.5x,MERCHANT,
MCH1159,De Ltd,Books_Stationery,55.0,MEDIUM,Severe chargeback ratio (50.0%); High frequency of missing UTRs (1/2),MERCHANT,
MCH5019,Bah1-L0Ya1,Grocery Stores,10.0,LOW,Normal operational parameters,MERCHANT,
MCH7701,Ravel-Lala,Grocery_Store,25.0,LOW,Settlement account shared with multiple merchant entities,MERCHANT,
MCH7311,Jhaveri-Hans,Hotel_Lodging,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8517,"Bandi, Bir And Buch",Chemist,10.0,LOW,Normal operational parameters,MERCHANT,
MCH6806,Badal-Bhasin,Grocery_Store,55.0,MEDIUM,Severe chargeback ratio (33.3%); High frequency of missing UTRs (1/3),MERCHANT,
MCH2376,"Lata, Krishnamurthy And Lal",Retail,25.0,LOW,Average transaction (1861) exceeds declared ticket (113) by 16.5x,MERCHANT,
MCH5637,Desai-Sankaran,Books_Stationery,10.0,LOW,Normal operational parameters,MERCHANT,
MCH8437,Sinha Llc,Hotel_Lodging,45.0,MEDIUM,Active transactions on INACTIVE merchant account; Average transaction (15025) exceeds declared ticket (761) by 19.7x,MERCHANT,
